state,City,median_income
NM,Moquino,40952.90536277602
NM,Mora,23193.0
NM,Moriarty,29144.0
NM,Morningside,70604.0
NM,Mosquero,36250.0
NM,Mountainair,22500.0
NM,Mountain View,40952.90536277602
NM,Nadine,86250.0
NM,Nageezi,13973.0
NM,Nakaibito,36250.0
NM,Nambe,47266.0
NM,Napi Headquarters,29643.0
NM,Nara Visa,45804.0
NM,Naschitti,36250.0
NM,Navajo,19118.0
NM,Navajo Dam,66216.0
NM,Nenahnezad,34167.0
NM,Newcomb,33750.0
NM,Newkirk,40952.90536277602
NM,Nogal,40952.90536277602
NM,North Acomita Village,37604.0
NM,North Hobbs,78333.0
NM,North Hurley,30278.0
NM,North Light Plant,20352.0
NM,North San Ysidro,40952.90536277602
NM,North Valley,45291.0
NM,Oasis,40952.90536277602
NM,Ohkay Owingeh,37656.0
NM,Ojo Amarillo,21364.0
NM,Organ,40952.90536277602
NM,Orogrande,50000.0
NM,Paguate,23929.0
NM,Pajarito Mesa,14836.0
NM,Paradise Hills,68148.0
NM,Paraje,28523.0
NM,Pastura,40952.90536277602
NM,Peak Place,33214.0
NM,Pecan Park,40952.90536277602
NM,Pecos,19504.0
NM,Pe_a Blanca,48015.0
NM,Pe_asco,30833.0
NM,Peralta,49877.0
NM,Picuris Pueblo,19375.0
NM,Pie Town,26314.0
NM,Pinehill,33333.0
NM,Pinon,40952.90536277602
NM,Pinos Altos,40952.90536277602
NM,Placitas,15568.0
NM,Placitas,76992.0
NM,Playas,40952.90536277602
NM,Pleasanton,92750.0
NM,Pojoaque,49250.0
NM,Polvadera,13325.0
NM,Ponderosa,41875.0
NM,Ponderosa Pine,56250.0
NM,Portales,32758.0
NM,Pueblito,32917.0
NM,Pueblitos,37750.0
NM,Pueblo,40952.90536277602
NM,Pueblo of Sandia Village,40000.0
NM,Pueblo Pintado,40952.90536277602
NM,Puerto de Luna,34063.0
NM,Pulpotio Bareas,40952.90536277602
NM,Quemado,40952.90536277602
NM,Questa,26761.0
NM,Radium Springs,56506.0
NM,Ramah,64250.0
NM,Rancho Grande,51696.0
NM,Ranchos de Taos,35293.0
NM,Raton,30803.0
NM,Red River,34643.0
NM,Regina,40952.90536277602
NM,Reserve,31389.0
NM,Ribera,28004.0
NM,Rincon,40952.90536277602
NM,Rio Communities,38633.0
NM,Rio en Medio,40952.90536277602
NM,Rio Lucio,42500.0
NM,Rio Rancho,60893.0
NM,Rivers,40952.90536277602
NM,Rock Springs,28750.0
NM,Rodeo,10655.0
NM,Rodey,16023.0
NM,Rosedale,40952.90536277602
NM,Roswell,39975.0
NM,Rowe,46250.0
NM,Roy,27500.0
NM,Ruidoso,42098.0
NM,Ruidoso Downs,25653.0
NM,Sacramento,40952.90536277602
NM,Salem,40952.90536277602
NM,San Acacia,40952.90536277602
NM,San Antonio,40952.90536277602
NM,San Antonito,81778.0
NM,San Antonito,70221.0
NM,San Cristobal,40952.90536277602
NM,Sandia Heights,102537.0
NM,Sandia Knolls,71779.0
NM,Sandia Park,53906.0
NM,San Felipe Pueblo,48550.0
NM,San Fidel,40952.90536277602
NM,San Ildefonso Pueblo,40938.0
NM,San Jon,32500.0
NM,San Jose,33333.0
NM,San Jose,48750.0
NM,San Lorenzo,40952.90536277602
NM,San Luis,40952.90536277602
NM,San Mateo,48590.0
NM,San Miguel,35669.0
NM,Sanostee,20125.0
NM,San Pablo,47550.0
NM,San Pedro,59787.0
NM,San Rafael,69103.0
NM,Santa Ana Pueblo,46458.0
NM,Santa Clara,21724.0
NM,Santa Clara Pueblo,35417.0
NM,Santa Cruz,14167.0
NM,Santa Fe,50737.0
NM,Santa Rosa,30563.0
NM,Santa Teresa,42978.0
NM,Santo Domingo Pueblo,33194.0
NM,San Ysidro,31458.0
NM,San Ysidro,23438.0
NM,Sausal,34853.0
NM,Seama,24722.0
NM,Seboyeta,40952.90536277602
NM,Sedillo,78250.0
NM,Sena,40952.90536277602
NM,Sheep Springs,18125.0
NM,Shiprock,32324.0
NM,Silver City,36227.0
NM,Skyline-Ganipa,34028.0
NM,Socorro,33359.0
NM,Soham,40952.90536277602
NM,Sombrillo,40952.90536277602
NM,South Acomita Village,40952.90536277602
NM,South Valley,34357.0
NM,Spencerville,51397.0
NM,Springer,31250.0
NM,Sunland Park,28047.0
NM,Sunshine,40952.90536277602
NM,Tajique,40952.90536277602
NM,Talpa,26500.0
NM,Taos,31112.0
NM,Taos Pueblo,29716.0
NM,Taos Ski Valley,40952.90536277602
NM,Tatum,45313.0
NM,Tecolote,9110.0
NM,Tecolotito,40952.90536277602
NM,Tesuque,67083.0
NM,Tesuque Pueblo,40000.0
NM,Texico,32188.0
NM,Thoreau,21389.0
NM,Tierra Amarilla,40952.90536277602
NM,Tijeras,72031.0
NM,Timberon,40952.90536277602
NM,Tohatchi,39375.0
NM,Tome,31685.0
NM,Torreon,21667.0
NM,Torreon,40952.90536277602
NM,Trout Valley,40952.90536277602
NM,Truchas,51964.0
NM,Truth or Consequences,26877.0
NM,Tse Bonito,40952.90536277602
NM,Tucumcari,24891.0
NM,Tularosa,30000.0
NM,Twin Forks,40952.90536277602
NM,Twin Lakes,16563.0
NM,Tyrone,41131.0
NM,University Park,12344.0
NM,Upper Fruitland,45962.0
NM,Ute Park,40952.90536277602
NM,Vadito,27083.0
NM,Vado,24938.0
NM,Valencia,33106.0
NM,Vaughn,31406.0
NM,Veguita,38088.0
NM,Velarde,40952.90536277602
NM,Ventura,29281.0
NM,Villanueva,40952.90536277602
NM,Virden,39375.0
NM,Wagon Mound,26429.0
NM,Waterflow,61250.0
NM,Watrous,40952.90536277602
NM,Weed,40952.90536277602
NM,West Hammond,58990.0
NM,White Rock,107688.0
NM,White Sands,45046.0
NM,Whites City,40952.90536277602
NM,White Signal,63788.0
NM,Willard,20625.0
NM,Williamsburg,22000.0
NM,Windmill,40952.90536277602
NM,Winston,40952.90536277602
NM,Yah-ta-hey,40952.90536277602
NM,Young Place,40952.90536277602
NM,Youngsville,21250.0
NM,Zia Pueblo,40000.0
NM,Zuni Pueblo,35752.0
NY,Accord,112083.0
NY,Adams,40341.0
NY,Adams Center,33849.0
NY,Addison,49821.0
NY,Afton,41042.0
NY,Airmont,91458.0
NY,Akron,47311.0
NY,Albany,40949.0
NY,Albertson,108750.0
NY,Albion,24205.0
NY,Alden,52005.0
NY,Alexander,56250.0
NY,Alexandria Bay,40156.0
NY,Alfred,25469.0
NY,Allegany,48750.0
NY,Almond,48864.0
NY,Altamont,80078.0
NY,Altmar,27386.0
NY,Altona,31900.0
NY,Amagansett,93750.0
NY,Amenia,58200.0
NY,Ames,61667.0
NY,Amityville,83125.0
NY,Amsterdam,33917.0
NY,Andes,46250.0
NY,Andover,48438.0
NY,Angelica,45417.0
NY,Angola,52950.0
NY,Angola on the Lake,40833.0
NY,Antwerp,50139.0
NY,Apalachin,51856.0
NY,Aquebogue,90847.0
NY,Arcade,39205.0
NY,Ardsley,141447.0
NY,Argyle,53500.0
NY,Arkport,48438.0
NY,Arlington,42208.0
NY,Armonk,183036.0
NY,Asharoken,153750.0
NY,Athens,47173.0
NY,Atlantic Beach,110714.0
NY,Attica,54265.0
NY,Auburn,39438.0
NY,Aurora,70833.0
NY,Au Sable Forks,45625.0
NY,Averill Park,73261.0
NY,Avoca,47788.0
NY,Avon,60688.0
NY,Babylon,100025.0
NY,Bainbridge,44402.0
NY,Baiting Hollow,83380.0
NY,Baldwin,91462.0
NY,Baldwin Harbor,102469.0
NY,Baldwinsville,47431.0
NY,Ballston Spa,60989.0
NY,Balmville,63750.0
NY,Bardonia,115927.0
NY,Barker,41458.0
NY,Barneveld,57292.0
NY,Barnum Island,95375.0
NY,Batavia,41584.0
NY,Bath,38266.0
NY,Baxter Estates,114107.0
NY,Bay Park,78333.0
NY,Bayport,81955.0
NY,Bay Shore,70229.0
NY,Bayville,101221.0
NY,Baywood,74609.0
NY,Beacon,65305.0
NY,Beaver Dam Lake,106138.0
NY,Bedford,188705.0
NY,Bedford Hills,42155.0
NY,Belfast,35078.0
NY,Bellerose,177500.0
NY,Bellerose Terrace,96538.0
NY,Belle Terre,204750.0
NY,Belleville,28784.0
NY,Bellmore,114474.0
NY,Bellport,82500.0
NY,Belmont,40000.0
NY,Bemus Point,36477.0
NY,Bergen,60313.0
NY,Bethpage,99423.0
NY,Big Flats,65269.0
NY,Billington Heights,84091.0
NY,Binghamton,29824.0
NY,Binghamton University,69890.67151411463
NY,Black River,60000.0
NY,Blasdell,41520.0
NY,Blauvelt,118929.0
NY,Bliss,60469.0
NY,Blodgett Mills,51771.0
NY,Bloomfield,55298.0
NY,Bloomingburg,45417.0
NY,Bloomville,63393.0
NY,Blue Point,108704.0
NY,Bohemia,82011.0
NY,Bolivar,41042.0
NY,Bolton Landing,90000.0
NY,Boonville,32500.0
NY,Brasher Falls,54120.0
NY,Breesport,57750.0
NY,Brentwood,70139.0
NY,Brewerton,57708.0
NY,Brewster,49917.0
NY,Brewster Hill,90909.0
NY,Briarcliff Manor,141170.0
NY,Bridgehampton,77174.0
NY,Bridgeport,47038.0
NY,Bridgewater,41250.0
NY,Brighton,66149.0
NY,Brightwaters,122692.0
NY,Brinckerhoff,95388.0
NY,Broadalbin,56439.0
NY,Brockport,41493.0
NY,Brocton,38438.0
NY,Bronxville,198839.0
NY,Brookhaven,90833.0
NY,Brookville,214167.0
NY,Brownville,52614.0
NY,Brushton,42500.0
NY,Buchanan,97935.0
NY,Buffalo,31918.0
NY,Burdett,47500.0
NY,Burke,38750.0
NY,Busti,59861.0
NY,Byersville,53611.0
NY,Cairo,23883.0
NY,Calcium,48398.0
NY,Caledonia,51481.0
NY,Callicoon,39063.0
NY,Calverton,46176.0
NY,Cambridge,43750.0
NY,Camden,35926.0
NY,Camillus,49688.0
NY,Campbell,40313.0
NY,Canajoharie,45455.0
NY,Canandaigua,43185.0
NY,Canaseraga,29875.0
NY,Canastota,47431.0
NY,Candor,50417.0
NY,Canisteo,42422.0
NY,Canton,48988.0
NY,Cape Vincent,47188.0
NY,Carle Place,98269.0
NY,Carmel Hamlet,83636.0
NY,Caroga Lake,45083.0
NY,Carthage,42587.0
NY,Cassadaga,52917.0
NY,Castile,47045.0
NY,Castleton-on-Hudson,68375.0
NY,Castorland,45000.0
NY,Cato,47083.0
NY,Catskill,36442.0
NY,Cattaraugus,41429.0
NY,Cayuga,50536.0
NY,Cayuga Heights,78285.0
NY,Cazenovia,56696.0
NY,Cedarhurst,88913.0
NY,Celoron,42500.0
NY,Centereach,94432.0
NY,Center Moriches,89037.0
NY,Centerport,103945.0
NY,Central Bridge,31346.0
NY,Central Islip,66430.0
NY,Central Square,45240.0
NY,Centre Island,144375.0
NY,Chadwicks,37833.0
NY,Champlain,42054.0
NY,Chappaqua,113300.0
NY,Chateaugay,40500.0
NY,Chatham,46188.0
NY,Chaumont,49688.0
NY,Chautauqua,95333.0
NY,Chazy,49028.0
NY,Cheektowaga,48508.0
NY,Chenango Bridge,71645.0
NY,Cherry Creek,40000.0
NY,Cherry Valley,55556.0
NY,Chester,62929.0
NY,Chestertown,46761.0
NY,Chestnut Ridge,89813.0
NY,Chittenango,62902.0
NY,Churchville,59000.0
NY,Clarence,69821.0
NY,Clarence Center,111250.0
NY,Clark Mills,52222.0
NY,Clarkson,58700.0
NY,Claverack-Red Mills,87404.0
NY,Clayton,50049.0
NY,Clayville,44167.0
NY,Cleveland,43438.0
NY,Clifton Springs,47868.0
NY,Clinton,54813.0
NY,Clintondale,52726.0
NY,Clyde,43400.0
NY,Cobleskill,36824.0
NY,Cohocton,39531.0
NY,Cohoes,46226.0
NY,Cold Brook,38125.0
NY,Cold Spring,83125.0
NY,Cold Spring Harbor,157143.0
NY,Colonie,78263.0
NY,Colton,44559.0
NY,Commack,114463.0
NY,Conesus Hamlet,55521.0
NY,Conesus Lake,77738.0
NY,Congers,109935.0
NY,Constableville,46042.0
NY,Constantia,54261.0
NY,Coopers Plains,53696.0
NY,Cooperstown,62222.0
NY,Copake Falls,69890.67151411463
NY,Copake Hamlet,69890.67151411463
NY,Copake Lake,68125.0
NY,Copenhagen,47063.0
NY,Copiague,66161.0
NY,Coram,80899.0
NY,Corfu,48281.0
NY,Corinth,42183.0
NY,Corning,51022.0
NY,Cornwall-on-Hudson,93077.0
NY,Cortland,40025.0
NY,Cortland West,88125.0
NY,Country Knolls,104764.0
NY,Cove Neck,211250.0
NY,Coxsackie,55625.0
NY,Cragsmoor,86250.0
NY,Cranberry Lake,51500.0
NY,Croghan,31625.0
NY,Crompond,138281.0
NY,Croton-on-Hudson,131475.0
NY,Crown Heights,79038.0
NY,Crugers,38301.0
NY,Crystal Beach,45433.0
NY,Cuba,46908.0
NY,Cumberland Head,63933.0
NY,Cumminsville,24722.0
NY,Cutchogue,86344.0
NY,Cuylerville,54250.0
NY,Dalton,72375.0
NY,Dannemora,48500.0
NY,Dansville,40841.0
NY,Davenport Center,50063.0
NY,Deer Park,83287.0
NY,Deferiet,50000.0
NY,DeKalb Junction,70500.0
NY,Delanson,70417.0
NY,Delevan,36172.0
NY,Delhi,37813.0
NY,Depauville,41176.0
NY,Depew,50317.0
NY,Deposit,30357.0
NY,Dering Harbor,69890.67151411463
NY,DeRuyter,35521.0
NY,Dexter,47083.0
NY,Dix Hills,141250.0
NY,Dobbs Ferry,116671.0
NY,Dolgeville,43586.0
NY,Dover Plains,41618.0
NY,Downsville,27750.0
NY,Dresden,50469.0
NY,Dryden,51071.0
NY,Duane Lake,115441.0
NY,Duanesburg,69890.67151411463
NY,Dundee,40214.0
NY,Dunkirk,38937.0
NY,Durhamville,35852.0
NY,Earlville,40313.0
NY,East Atlantic Beach,138705.0
NY,East Aurora,66346.0
NY,East Avon,32553.0
NY,Eastchester,104293.0
NY,East Farmingdale,80317.0
NY,East Garden City,104250.0
NY,East Glenville,72295.0
NY,East Greenbush,88583.0
NY,East Hampton,104531.0
NY,East Hampton North,61523.0
NY,East Hills,163710.0
NY,East Islip,115432.0
NY,East Ithaca,44647.0
NY,East Kingston,41750.0
NY,East Marion,72500.0
NY,East Massapequa,94589.0
NY,East Meadow,94214.0
NY,East Moriches,96685.0
NY,East Nassau,68438.0
NY,East Northport,92899.0
NY,East Norwich,134309.0
NY,East Patchogue,68366.0
NY,Eastport,100521.0
NY,East Quogue,88953.0
NY,East Randolph,22708.0
NY,East Rochester,46504.0
NY,East Rockaway,93490.0
NY,East Shoreham,119628.0
NY,East Syracuse,35566.0
NY,East Williston,136250.0
NY,Eatons Neck,123971.0
NY,Eden,64688.0
NY,Edmeston,53611.0
NY,Edwards,35625.0
NY,Eggertsville,63964.0
NY,Elba,72083.0
NY,Elbridge,68438.0
NY,Elizabethtown,50438.0
NY,Ellenville,45800.0
NY,Ellicottville,38125.0
NY,Ellisburg,55500.0
NY,Elma Center,87708.0
NY,Elmira,29295.0
NY,Elmira Heights,41299.0
NY,Elmont,89523.0
NY,Elmsford,83995.0
NY,Elwood,104476.0
NY,Endicott,32726.0
NY,Endwell,54446.0
NY,Erin,32292.0
NY,Esperance,54063.0
NY,Evans Mills,46875.0
NY,Fabius,59286.0
NY,Fair Haven,50208.0
NY,Fairmount,62396.0
NY,Fairport,69788.0
NY,Fairview,69485.0
NY,Fairview,43512.0
NY,Falconer,37566.0
NY,Farmingdale,73750.0
NY,Farmingville,95953.0
NY,Farnham,61042.0
NY,Fayetteville,71930.0
NY,Felts Mills,40227.0
NY,Fillmore,37500.0
NY,Fire Island,111250.0
NY,Firthcliffe,70985.0
NY,Fishers Island,151083.0
NY,Fishers Landing,69890.67151411463
NY,Fishkill,53505.0
NY,Flanders,63482.0
NY,Fleischmanns,35938.0
NY,Floral Park,100829.0
NY,Florida,87845.0
NY,Flower Hill,208424.0
NY,Fonda,40208.0
NY,Forest Home,32778.0
NY,Forestville,45000.0
NY,Fort Ann,68482.0
NY,Fort Covington Hamlet,41406.0
NY,Fort Drum,41966.0
NY,Fort Edward,48827.0
NY,Fort Johnson,63047.0
NY,Fort Montgomery,92250.0
NY,Fort Plain,31364.0
NY,Fort Salonga,122554.0
NY,Fowlerville,16719.0
NY,Frankfort,43208.0
NY,Franklin,46944.0
NY,Franklin Square,96568.0
NY,Franklinville,36726.0
NY,Fredonia,47910.0
NY,Freedom Plains,58125.0
NY,Freeport,72574.0
NY,Freeville,64375.0
NY,Frewsburg,47773.0
NY,Friendship,28782.0
NY,Fulton,36126.0
NY,Fultonville,39758.0
NY,Gainesville,41250.0
NY,Galeville,42097.0
NY,Galway,59615.0
NY,Gang Mills,84920.0
NY,Garden City,153506.0
NY,Garden City Park,98621.0
NY,Garden City South,106935.0
NY,Gardiner,56917.0
NY,Gardnertown,69594.0
NY,Gasport,46347.0
NY,Gates,50729.0
NY,Geneseo,38051.0
NY,Geneva,40000.0
NY,Germantown,64792.0
NY,Ghent,53882.0
NY,Gilbertsville,43281.0
NY,Gilgo,159479.0
NY,Glasco,54459.0
NY,Glen Aubrey,58438.0
NY,Glen Cove,68362.0
NY,Glen Head,108333.0
NY,Glen Park,51500.0
NY,Glens Falls,45395.0
NY,Glens Falls North,59938.0
NY,Glenwood Landing,124615.0
NY,Gloversville,35044.0
NY,Golden's Bridge,122406.0
NY,Gordon Heights,71447.0
NY,Gorham,61036.0
NY,Goshen,73750.0
NY,Gouverneur,35175.0
NY,Gowanda,40386.0
NY,Grand View-on-Hudson,126250.0
NY,Grandyle Village,67868.0
NY,Granville,38194.0
NY,Great Bend,77917.0
NY,Great Neck,90382.0
NY,Great Neck Estates,176250.0
NY,Great Neck Gardens,100357.0
NY,Great Neck Plaza,67138.0
NY,Great River,128214.0
NY,Greece,48028.0
NY,Greene,48188.0
NY,Green Island,55000.0
NY,Greenlawn,86563.0
NY,Greenport,56212.0
NY,Greenport West,56806.0
NY,Greenvale,95417.0
NY,Greenville,45333.0
NY,Greenville,200952.0
NY,Greenwich,46146.0
NY,Greenwood Lake,78611.0
NY,Greigsville,92045.0
NY,Groton,48403.0
NY,Groveland Station,46042.0
NY,Guilford,41364.0
NY,Hadley,48000.0
NY,Hagaman,56080.0
NY,Hailesboro,44519.0
NY,Halesite,120318.0
NY,Hall,103654.0
NY,Hamburg,66426.0
NY,Hamilton,71591.0
NY,Hamlin,54327.0
NY,Hammond,35938.0
NY,Hammondsport,56310.0
NY,Hampton Bays,75606.0
NY,Hampton Manor,62745.0
NY,Hancock,28333.0
NY,Hannawa Falls,55735.0
NY,Hannibal,53542.0
NY,Harbor Hills,141382.0
NY,Harbor Isle,91389.0
NY,Harriman,61688.0
NY,Harris Hill,86574.0
NY,Harrison,104469.0
NY,Harrisville,50139.0
NY,Hartsdale,84601.0
NY,Hartwick,37083.0
NY,Hastings-on-Hudson,124276.0
NY,Hauppauge,105305.0
NY,Haverstraw,56061.0
NY,Haviland,82885.0
NY,Hawthorne,105227.0
NY,Head of the Harbor,140673.0
NY,Hemlock,54861.0
NY,Hempstead,55417.0
NY,Henderson,23333.0
NY,Heritage Hills,74886.0
NY,Herkimer,38738.0
NY,Hermon,33750.0
NY,Herricks,127734.0
NY,Herrings,72500.0
NY,Heuvelton,54500.0
NY,Hewlett,106235.0
NY,Hewlett Bay Park,69890.67151411463
NY,Hewlett Harbor,200000.0
NY,Hewlett Neck,206667.0
NY,Hicksville,95030.0
NY,High Falls,69890.67151411463
NY,Highland,59406.0
NY,Highland Falls,80475.0
NY,Hillburn,77321.0
NY,Hillcrest,94156.0
NY,Hillside,96563.0
NY,Hillside Lake,90125.0
NY,Hilton,58297.0
NY,Hobart,46346.0
NY,Holbrook,98878.0
NY,Holland,60125.0
NY,Holland Patent,67708.0
NY,Holley,35034.0
NY,Holtsville,92194.0
NY,Homer,47083.0
NY,Honeoye,43026.0
NY,Honeoye Falls,61250.0
NY,Hoosick Falls,52045.0
NY,Hopewell Junction,73462.0
NY,Hornell,38598.0
NY,Horseheads,53435.0
NY,Horseheads North,72313.0
NY,Hortonville,64773.0
NY,Houghton,51042.0
NY,Hudson,34313.0
NY,Hudson Falls,42392.0
NY,Hunt,36667.0
NY,Hunter,27917.0
NY,Huntington,110901.0
NY,Huntington Bay,177083.0
NY,Huntington Station,73591.0
NY,Hurley,78906.0
NY,Hyde Park,75500.0
NY,Ilion,39525.0
NY,Interlaken,48958.0
NY,Inwood,48494.0
NY,Irondequoit,54275.0
NY,Irvington,138051.0
NY,Islandia,87976.0
NY,Island Park,59254.0
NY,Islip,97500.0
NY,Islip Terrace,96856.0
NY,Ithaca,30436.0
NY,Jamesport,80711.0
NY,Jamestown,30950.0
NY,Jamestown West,64094.0
NY,Jefferson Heights,58281.0
NY,Jefferson Valley-Yorktown,110655.0
NY,Jeffersonville,41250.0
NY,Jericho,140242.0
NY,Johnson City,38371.0
NY,Johnstown,42950.0
NY,Jordan,50313.0
NY,Kaser,20048.0
NY,Katonah,109952.0
NY,Keeseville,37898.0
NY,Kenmore,51634.0
NY,Kennedy,38500.0
NY,Kensington,176667.0
NY,Kerhonkson,48453.0
NY,Keuka Park,30278.0
NY,Kinderhook,80938.0
NY,Kings Park,98384.0
NY,Kings Point,113160.0
NY,Kingston,40757.0
NY,Kiryas Joel,26099.0
NY,Kysorville,60694.0
NY,Lackawanna,35352.0
NY,Lacona,52500.0
NY,La Fargeville,49565.0
NY,Lake Carmel,86705.0
NY,Lake Erie Beach,60129.0
NY,Lake George,63026.0
NY,Lake Grove,94960.0
NY,Lake Katrine,31250.0
NY,Lakeland,61250.0
NY,Lake Luzerne,54545.0
NY,Lake Mohegan,104531.0
NY,Lake Placid,50766.0
NY,Lake Ronkonkoma,87296.0
NY,Lake Success,173533.0
NY,Lakeview,111319.0
NY,Lakeville,37500.0
NY,Lakewood,47143.0
NY,Lancaster,49991.0
NY,Lansing,61232.0
NY,Larchmont,152284.0
NY,Lattingtown,129479.0
NY,Laurel,103723.0
NY,Laurel Hollow,207500.0
NY,Laurens,42500.0
NY,Lawrence,140391.0
NY,Leeds,82159.0
NY,Leicester,60893.0
NY,Le Roy,50357.0
NY,Levittown,98810.0
NY,Lewiston,53704.0
NY,Liberty,34088.0
NY,Lido Beach,143333.0
NY,Lima,51581.0
NY,Lime Lake,44500.0
NY,Limestone,45227.0
NY,Lincolndale,108299.0
NY,Lincoln Park,27500.0
NY,Lindenhurst,83532.0
NY,Linwood,69890.67151411463
NY,Lisle,48750.0
NY,Little Falls,38897.0
NY,Little Valley,31750.0
NY,Liverpool,56033.0
NY,Livingston Manor,47254.0
NY,Livonia,46250.0
NY,Livonia Center,72300.0
NY,Lloyd Harbor,202292.0
NY,Loch Sheldrake,58750.0
NY,Lockport,41298.0
NY,Locust Valley,85536.0
NY,Lodi,45781.0
NY,Long Beach,84831.0
NY,Long Lake,60000.0
NY,Lorenz Park,54583.0
NY,Lorraine,47500.0
NY,Lowville,51641.0
NY,Lynbrook,82189.0
NY,Lyncourt,44709.0
NY,Lyndonville,50441.0
NY,Lyon Mountain,35000.0
NY,Lyons,35318.0
NY,Lyons Falls,45645.0
NY,Macedon,67969.0
NY,McGraw,49844.0
NY,Machias,42125.0
NY,Madison,46563.0
NY,Madrid,33625.0
NY,Mahopac,95619.0
NY,Malden-on-Hudson,34434.0
NY,Malone,36667.0
NY,Malverne,106795.0
NY,Malverne Park Oaks,92292.0
NY,Mamaroneck,82035.0
NY,Manchester,52500.0
NY,Manhasset,107283.0
NY,Manhasset Hills,121759.0
NY,Manlius,71667.0
NY,Mannsville,67813.0
NY,Manorhaven,83253.0
NY,Manorville,104519.0
NY,Marathon,42039.0
NY,Marcellus,50455.0
NY,Margaretville,25673.0
NY,Mariaville Lake,80417.0
NY,Marion,40993.0
NY,Marlboro,65082.0
NY,Massapequa,119703.0
NY,Massapequa Park,110845.0
NY,Massena,37967.0
NY,Mastic,71789.0
NY,Mastic Beach,62602.0
NY,Matinecock,166375.0
NY,Mattituck,75391.0
NY,Mattydale,44882.0
NY,Maybrook,58621.0
NY,Mayfield,54405.0
NY,Mayville,48542.0
NY,Mechanicstown,50804.0
NY,Mechanicville,41042.0
NY,Medford,91035.0
NY,Medina,41538.0
NY,Melrose Park,90078.0
NY,Melville,121376.0
NY,Menands,62683.0
NY,Meridian,61042.0
NY,Merrick,132225.0
NY,Merritt Park,147808.0
NY,Mexico,51111.0
NY,Middleburgh,43482.0
NY,Middle Island,68847.0
NY,Middleport,47174.0
NY,Middletown,50441.0
NY,Middleville,63125.0
NY,Milford,37917.0
NY,Millbrook,75809.0
NY,Miller Place,106654.0
NY,Millerton,49563.0
NY,Mill Neck,140000.0
NY,Millport,45000.0
NY,Milton,90417.0
NY,Milton,60972.0
NY,Mineola,88594.0
NY,Minetto,65170.0
NY,Mineville,57917.0
NY,Minoa,59209.0
NY,Mohawk,42941.0
NY,Monroe,106000.0
NY,Monsey,37426.0
NY,Montauk,72903.0
NY,Montebello,132614.0
NY,Montgomery,77907.0
NY,Monticello,26376.0
NY,Montour Falls,32702.0
NY,Montrose,78125.0
NY,Mooers,21875.0
NY,Moravia,51700.0
NY,Moriches,57656.0
NY,Morris,40000.0
NY,Morrisonville,41336.0
NY,Morristown,58750.0
NY,Morrisville,50652.0
NY,Mountain Lodge Park,86902.0
NY,Mount Ivy,70226.0
NY,Mount Kisco,68556.0
NY,Mount Morris,36875.0
NY,Mount Sinai,108642.0
NY,Mount Vernon,50952.0
NY,Munnsville,48125.0
NY,Munsey Park,209063.0
NY,Munsons Corners,39417.0
NY,Muttontown,230179.0
NY,Myers Corner,97500.0
NY,Nanuet,89650.0
NY,Napanoch,42363.0
NY,Napeague,59458.0
NY,Naples,47917.0
NY,Narrowsburg,41932.0
NY,Nassau,67188.0
NY,Natural Bridge,69890.67151411463
NY,Nedrow,51944.0
NY,Nelliston,46000.0
NY,Nelsonville,107500.0
NY,Nesconset,117946.0
NY,Newark,31121.0
NY,Newark Valley,48083.0
NY,New Berlin,31563.0
NY,Newburgh,34348.0
NY,New Cassel,73702.0
NY,New City,119528.0
NY,Newfane,47127.0
NY,Newfield Hamlet,47411.0
NY,New Hartford,54961.0
NY,New Hempstead,107875.0
NY,New Hyde Park,103811.0
NY,New Paltz,41421.0
NY,Newport,34821.0
NY,New Rochelle,70036.0
NY,New Square,22470.0
NY,New Suffolk,69890.67151411463
NY,New Windsor,66443.0
NY,New York City,53373.0
NY,New York Mills,32383.0
NY,Niagara Falls,31560.0
NY,Nichols,58750.0
NY,Niskayuna,100417.0
NY,Nissequogue,170250.0
NY,Niverville,90750.0
NY,Norfolk,31406.0
NY,North Amityville,70660.0
NY,Northampton,51333.0
NY,North Babylon,88139.0
NY,North Ballston Spa,62778.0
NY,North Bay Shore,81526.0
NY,North Bellmore,104806.0
NY,North Bellport,66023.0
NY,North Boston,52083.0
NY,North Collins,52992.0
NY,North Creek,37969.0
NY,Northeast Ithaca,54444.0
NY,North Gates,38968.0
NY,North Great River,105391.0
NY,North Haven,118750.0
NY,North Hills,114716.0
NY,North Hornell,57105.0
NY,North Lindenhurst,70799.0
NY,North Lynbrook,101094.0
NY,North Massapequa,102292.0
NY,North Merrick,117150.0
NY,North New Hyde Park,109264.0
NY,North Patchogue,86038.0
NY,Northport,112390.0
NY,North Rose,42250.0
NY,North Sea,72554.0
NY,North Syracuse,43411.0
NY,North Tonawanda,48235.0
NY,North Valley Stream,97868.0
NY,Northville,47875.0
NY,Northville,68507.0
NY,North Wantagh,95909.0
NY,Northwest Harbor,93750.0
NY,Northwest Ithaca,49948.0
NY,Norwich,38825.0
NY,Norwood,41734.0
NY,Noyack,77988.0
NY,Nunda,40167.0
NY,Nyack,64464.0
NY,Oak Beach-Captree,69890.67151411463
NY,Oakdale,84655.0
NY,Oakfield,52702.0
NY,Ocean Beach,58750.0
NY,Oceanside,95690.0
NY,Odessa,45278.0
NY,Ogdensburg,36135.0
